"","time","preddate","airT_mean","airT_upperconf","airT_lowerconf"
"21",2020-10-01 20:00:00,"2020-10-01",28.8881681315104,28.9022911146122,28.8740451484087
"22",2020-10-01 21:00:00,"2020-10-01",28.7449434407552,28.7591387266779,28.7307481548325
"23",2020-10-01 22:00:00,"2020-10-01",28.5802040608724,28.5942096498283,28.5661984719165
"24",2020-10-01 23:00:00,"2020-10-01",28.4149500528971,28.428549608544,28.4013504972503
"25",2020-10-02 00:00:00,"2020-10-01",28.2701789347331,28.2831897722577,28.2571680972084
"26",2020-10-02 01:00:00,"2020-10-01",28.1624916585286,28.1748822943382,28.1501010227191
"27",2020-10-02 02:00:00,"2020-10-01",28.0908930460612,28.1029369736698,28.0788491184526
"28",2020-10-02 03:00:00,"2020-10-01",28.0499887084961,28.0621592151799,28.0378182018123
"29",2020-10-02 04:00:00,"2020-10-01",28.0343855794271,28.0470412360762,28.021729922778
"30",2020-10-02 05:00:00,"2020-10-01",28.0386899820964,28.0518144595613,28.0255655046314
"31",2020-10-02 06:00:00,"2020-10-01",28.057507019043,28.0706780805718,28.0443359575141
"32",2020-10-02 07:00:00,"2020-10-01",28.0858850097656,28.0985722231208,28.0731977964105
"33",2020-10-02 08:00:00,"2020-10-01",28.1206363932292,28.1327925997719,28.1084801866864
"34",2020-10-02 09:00:00,"2020-10-01",28.159016011556,28.1710720145788,28.1469600085331
"35",2020-10-02 10:00:00,"2020-10-01",28.1982772827148,28.2106955109688,28.1858590544608
"36",2020-10-02 11:00:00,"2020-10-01",28.2356753540039,28.2485192001556,28.2228315078522
"37",2020-10-02 12:00:00,"2020-10-01",28.2684642537435,28.2813987834224,28.2555297240646
"38",2020-10-02 13:00:00,"2020-10-01",28.2942130533854,28.3071933695078,28.281232737263
"39",2020-10-02 14:00:00,"2020-10-01",28.3117515055339,28.3259598227882,28.2975431882795
"40",2020-10-02 15:00:00,"2020-10-01",28.320224202474,28.3373054562056,28.3031429487423
"41",2020-10-02 16:00:00,"2020-10-01",28.3187755330404,28.3395741715148,28.297976894566
"42",2020-10-02 17:00:00,"2020-10-01",28.3065509033203,28.3307532596512,28.2823485469894
"43",2020-10-02 18:00:00,"2020-10-01",28.2826939900716,28.3089813451346,28.2564066350086
"44",2020-10-02 19:00:00,"2020-10-01",28.247067565918,28.2735681064167,28.2205670254193
"45",2020-10-02 20:00:00,"2020-10-01",28.2024045817057,28.2277405726075,28.1770685908039
"46",2020-10-02 21:00:00,"2020-10-01",28.1521553548177,28.1757260214055,28.12858468823
"47",2020-10-02 22:00:00,"2020-10-01",28.0997704060872,28.1216403228352,28.0779004893393
"48",2020-10-02 23:00:00,"2020-10-01",28.0487001546224,28.0692477959494,28.0281525132954
"49",2020-10-03 00:00:00,"2020-10-01",28.0023960367839,28.0217987000371,27.9829933735306
"50",2020-10-03 01:00:00,"2020-10-01",27.9633850097656,27.9813485195072,27.9454215000241
"51",2020-10-03 02:00:00,"2020-10-01",27.930505065918,27.9467521201657,27.9142580116703
"52",2020-10-03 03:00:00,"2020-10-01",27.9016714477539,27.9163290326465,27.8870138628613
"53",2020-10-03 04:00:00,"2020-10-01",27.8747993977865,27.8884585895839,27.8611402059891
"54",2020-10-03 05:00:00,"2020-10-01",27.8478029378255,27.8612568657206,27.8343490099304
"55",2020-10-03 06:00:00,"2020-10-01",27.818598836263,27.8324188619694,27.8047788105566
"56",2020-10-03 07:00:00,"2020-10-01",27.7869321695964,27.8013294578689,27.7725348813238
"57",2020-10-03 08:00:00,"2020-10-01",27.7598768107096,27.7749319109502,27.7448217104691
"58",2020-10-03 09:00:00,"2020-10-01",27.7463365681966,27.7620620723895,27.7306110640037
"59",2020-10-03 10:00:00,"2020-10-01",27.7552151489258,27.771406421331,27.7390238765206
"60",2020-10-03 11:00:00,"2020-10-01",27.7954172770182,27.8115068552298,27.7793276988067
"61",2020-10-03 12:00:00,"2020-10-01",27.875847269694,27.8908971594874,27.8607973799006
"62",2020-10-03 13:00:00,"2020-10-01",28.0002601114909,28.0133947028035,27.9871255201782
"63",2020-10-03 14:00:00,"2020-10-01",28.1518145751953,28.1634594947172,28.1401696556735
"64",2020-10-03 15:00:00,"2020-10-01",28.3085206095378,28.3206929624301,28.2963482566454
"65",2020-10-03 16:00:00,"2020-10-01",28.4483876546224,28.4630934279892,28.4336818812556
"66",2020-10-03 17:00:00,"2020-10-01",28.549426574707,28.5672069215302,28.5316462278838
"67",2020-10-03 18:00:00,"2020-10-01",28.5896464029948,28.6097023124697,28.5695904935199
"68",2020-10-03 19:00:00,"2020-10-01",28.5542742919922,28.5750915078904,28.533457076094
"69",2020-10-03 20:00:00,"2020-10-01",28.4574057006836,28.477779973113,28.4370314282542
"70",2020-10-03 21:00:00,"2020-10-01",28.3203533935547,28.3396997819921,28.3010070051173
"71",2020-10-03 22:00:00,"2020-10-01",28.1644295247396,28.1827248923021,28.146134157177
"72",2020-10-03 23:00:00,"2020-10-01",28.0109461466471,28.0284962950193,27.993395998275
"73",2020-10-04 00:00:00,"2020-10-01",27.8812168375651,27.8983452611967,27.8640884139335
"74",2020-10-04 01:00:00,"2020-10-01",27.7915103149414,27.8084475877723,27.7745730421105
"75",2020-10-04 02:00:00,"2020-10-01",27.737924601237,27.7550206839154,27.7208285185586
"76",2020-10-04 03:00:00,"2020-10-01",27.7115146891276,27.7292883172595,27.6937410609957
"77",2020-10-04 04:00:00,"2020-10-01",27.7033350626628,27.7222371195739,27.6844330057516
"78",2020-10-04 05:00:00,"2020-10-01",27.7044399007161,27.7245788782374,27.6843009231949
"79",2020-10-04 06:00:00,"2020-10-01",27.7058849080404,27.7269049506624,27.6848648654184
"80",2020-10-04 07:00:00,"2020-10-01",27.7016369628906,27.7228645161205,27.6804094096608
"81",2020-10-04 08:00:00,"2020-10-01",27.6973120117187,27.7182289768271,27.6763950466104
"82",2020-10-04 09:00:00,"2020-10-01",27.7014390055339,27.7217661244561,27.6811118866116
"83",2020-10-04 10:00:00,"2020-10-01",27.7225475056966,27.7421093739477,27.7029856374456
"84",2020-10-04 11:00:00,"2020-10-01",27.7691653442383,27.7877131550187,27.7506175334579
"85",2020-10-04 12:00:00,"2020-10-01",27.8498215738932,27.8669376019977,27.8327055457888
"86",2020-10-04 13:00:00,"2020-10-01",27.9684638468424,27.9838019851058,27.953125708579
"87",2020-10-04 14:00:00,"2020-10-01",28.1107131958008,28.1247224872414,28.0967039043602
"88",2020-10-04 15:00:00,"2020-10-01",28.2576112874349,28.2716137585077,28.2436088163621
"89",2020-10-04 16:00:00,"2020-10-01",28.3901968383789,28.4055220599916,28.3748716167662
"90",2020-10-04 17:00:00,"2020-10-01",28.4895120239258,28.5065843060943,28.4724397417572
"91",2020-10-04 18:00:00,"2020-10-01",28.5365949503581,28.5548273164971,28.5183625842191
"92",2020-10-04 19:00:00,"2020-10-01",28.518794148763,28.537121932975,28.500466364551
"93",2020-10-04 20:00:00,"2020-10-01",28.448681640625,28.466593348544,28.430769932706
"94",2020-10-04 21:00:00,"2020-10-01",28.3451370239258,28.3629626537703,28.3273113940813
"95",2020-10-04 22:00:00,"2020-10-01",28.2270393880208,28.2456154748475,28.2084633011942
"96",2020-10-04 23:00:00,"2020-10-01",28.1132678222656,28.133270903781,28.0932647407502
"97",2020-10-05 00:00:00,"2020-10-01",28.0227022298177,28.0441712402364,28.001233219399
"98",2020-10-05 01:00:00,"2020-10-01",27.9694783528646,27.9918831729177,27.9470735328114
"99",2020-10-05 02:00:00,"2020-10-01",27.9487636311849,27.9715999486863,27.9259273136835
"100",2020-10-05 03:00:00,"2020-10-01",27.9509820556641,27.9739747802964,27.9279893310317
"101",2020-10-05 04:00:00,"2020-10-01",27.9665571085612,27.9895782597797,27.9435359573427
"102",2020-10-05 05:00:00,"2020-10-01",27.985912882487,28.0088280025065,27.9629977624675
"103",2020-10-05 06:00:00,"2020-10-01",27.9994741821289,28.0220522946862,27.9768960695716
"104",2020-10-05 07:00:00,"2020-10-01",28.000378112793,28.0224306591285,27.9783255664575
"105",2020-10-05 08:00:00,"2020-10-01",27.9926176961263,28.0143137562303,27.9709216360223
"106",2020-10-05 09:00:00,"2020-10-01",27.9828992716471,28.0046702331674,27.9611283101268
"107",2020-10-05 10:00:00,"2020-10-01",27.9779280598958,28.0001203203885,27.9557357994032
"108",2020-10-05 11:00:00,"2020-10-01",27.98441212972,28.0070188821897,27.9618053772504
"109",2020-10-05 12:00:00,"2020-10-01",28.0090562947591,28.0317835048096,27.9863290847086
"110",2020-10-05 13:00:00,"2020-10-01",28.0556524658203,28.0785574420765,28.0327474895641
"111",2020-10-05 14:00:00,"2020-10-01",28.1163284301758,28.1405924897741,28.0920643705775
"112",2020-10-05 15:00:00,"2020-10-01",28.1802984619141,28.2074861730034,28.1531107508247
"113",2020-10-05 16:00:00,"2020-10-01",28.2367760213216,28.2676356118063,28.2059164308369
"114",2020-10-05 17:00:00,"2020-10-01",28.2749739583333,28.308912416756,28.2410354999107
"115",2020-10-05 18:00:00,"2020-10-01",28.2841058349609,28.3192627608228,28.2489489090991
"116",2020-10-05 19:00:00,"2020-10-01",28.256872253418,28.2907758387538,28.2229686680821
"117",2020-10-05 20:00:00,"2020-10-01",28.1999225870768,28.2311548795885,28.1686902945651
"118",2020-10-05 21:00:00,"2020-10-01",28.1233926391602,28.1522339042526,28.0945513740677
"119",2020-10-05 22:00:00,"2020-10-01",28.0374188232422,28.0656656091101,28.0091720373742
"120",2020-10-05 23:00:00,"2020-10-01",27.9521379597982,27.9819570121025,27.9223189074938
"121",2020-10-06 00:00:00,"2020-10-01",27.8776856486003,27.9102560968626,27.8451152003379
"122",2020-10-06 01:00:00,"2020-10-01",27.8217901611328,27.8570791071509,27.7865012151147
"123",2020-10-06 02:00:00,"2020-10-01",27.7825454711914,27.8202029506148,27.744887991768
"124",2020-10-06 03:00:00,"2020-10-01",27.7556379191081,27.7954724462329,27.7158033919832
"125",2020-10-06 04:00:00,"2020-10-01",27.7367535400391,27.7786992125769,27.6948078675012
"126",2020-10-06 05:00:00,"2020-10-01",27.7215780639648,27.7654898124519,27.6776663154778
"127",2020-10-06 06:00:00,"2020-10-01",27.7057978312174,27.751262620775,27.6603330416599
"128",2020-10-06 07:00:00,"2020-10-01",27.6871802775065,27.7335132704448,27.6408472845682
"129",2020-10-06 08:00:00,"2020-10-01",27.6718196614583,27.7183086572431,27.6253306656736
"130",2020-10-06 09:00:00,"2020-10-01",27.6678918457031,27.7137877420925,27.6219959493138
"131",2020-10-06 10:00:00,"2020-10-01",27.6835733032227,27.7279515660753,27.63919504037
"132",2020-10-06 11:00:00,"2020-10-01",27.7270394897461,27.7686983813535,27.6853805981387
"133",2020-10-06 12:00:00,"2020-10-01",27.8064661661784,27.8440022822403,27.7689300501164
"134",2020-10-06 13:00:00,"2020-10-01",27.9255097452799,27.9580012170057,27.8930182735542
"135",2020-10-06 14:00:00,"2020-10-01",28.0697459920247,28.0982851620296,28.0412068220198
"136",2020-10-06 15:00:00,"2020-10-01",28.2202318318685,28.248079101898,28.192384561839
"137",2020-10-06 16:00:00,"2020-10-01",28.3580225626628,28.3884352749451,28.3276098503804
"138",2020-10-06 17:00:00,"2020-10-01",28.4641752115885,28.4980565102664,28.4302939129107
"139",2020-10-06 18:00:00,"2020-10-01",28.5197446695964,28.5554449380968,28.4840444010959
"140",2020-10-06 19:00:00,"2020-10-01",28.5119169108073,28.5464210764072,28.4774127452074
"141",2020-10-06 20:00:00,"2020-10-01",28.4523893229167,28.4836543163051,28.4211243295283
"142",2020-10-06 21:00:00,"2020-10-01",28.358989461263,28.3870512816098,28.3309276409162
"143",2020-10-06 22:00:00,"2020-10-01",28.2495448811849,28.2766717019144,28.2224180604554
"144",2020-10-06 23:00:00,"2020-10-01",28.1418812052409,28.1710939185814,28.1126684919004
"145",2020-10-07 00:00:00,"2020-10-01",28.0538261922201,28.0866340800518,28.0210183043883
"146",2020-10-07 01:00:00,"2020-10-01",27.998903910319,28.0348520157808,27.9629558048572
"147",2020-10-07 02:00:00,"2020-10-01",27.9734276326497,28.0115917142097,27.9352635510898
"148",2020-10-07 03:00:00,"2020-10-01",27.9694086710612,28.0090846604069,27.9297326817155
"149",2020-10-07 04:00:00,"2020-10-01",27.9788581339518,28.0196075255335,27.9381087423702
"150",2020-10-07 05:00:00,"2020-10-01",27.9937852986654,28.0353153754885,27.9522552218422
"151",2020-10-07 06:00:00,"2020-10-01",28.0062024943034,28.0482593948333,27.9641455937735
"152",2020-10-07 07:00:00,"2020-10-01",28.0106193033854,28.0529887090664,27.9682498977044
"153",2020-10-07 08:00:00,"2020-10-01",28.0115437825521,28.0540073731001,27.9690801920041
"154",2020-10-07 09:00:00,"2020-10-01",28.0159836832682,28.05821686969,27.9737504968465
"155",2020-10-07 10:00:00,"2020-10-01",28.0309454345703,28.0723291993189,27.9895616698217
"156",2020-10-07 11:00:00,"2020-10-01",28.0634371948242,28.1029509741936,28.0239234154548
"157",2020-10-07 12:00:00,"2020-10-01",28.1204663085938,28.1569037787328,28.0840288384547
"158",2020-10-07 13:00:00,"2020-10-01",28.2056329345703,28.2386760930887,28.1725897760519
"159",2020-10-07 14:00:00,"2020-10-01",28.308910929362,28.3408246855377,28.2769971731862
"160",2020-10-07 15:00:00,"2020-10-01",28.4168671671549,28.4517471098286,28.3819872244813
"161",2020-10-07 16:00:00,"2020-10-01",28.5160680135091,28.5569282408362,28.475207786182
"162",2020-10-07 17:00:00,"2020-10-01",28.5930807495117,28.6402746042029,28.5458868948205
"163",2020-10-07 18:00:00,"2020-10-01",28.6344718424479,28.6859257338777,28.5830179510181
"164",2020-10-07 19:00:00,"2020-10-01",28.6310231526693,28.6832587848641,28.5787875204744
"165",2020-10-07 20:00:00,"2020-10-01",28.5903759765625,28.6406821817144,28.5400697714106
"166",2020-10-07 21:00:00,"2020-10-01",28.5243862915039,28.5714576337402,28.4773149492677
"167",2020-10-07 22:00:00,"2020-10-01",28.4449111938477,28.4887557233457,28.4010666643496
"168",2020-10-07 23:00:00,"2020-10-01",28.36380666097,28.405297929194,28.3223153927461
"169",2020-10-08 00:00:00,"2020-10-01",28.2929285685221,28.3330909296775,28.2527662073668
"170",2020-10-08 01:00:00,"2020-10-01",28.2412147013346,28.2807267971939,28.2017026054753
"171",2020-10-08 02:00:00,"2020-10-01",28.205925394694,28.2452792148796,28.1665715745084
"172",2020-10-08 03:00:00,"2020-10-01",28.1814037068685,28.2212727419636,28.1415346717734
"173",2020-10-08 04:00:00,"2020-10-01",28.1619904581706,28.2032095385441,28.1207713777971
"174",2020-10-08 05:00:00,"2020-10-01",28.142028503418,28.1853256653805,28.0987313414554
"175",2020-10-08 06:00:00,"2020-10-01",28.1158598836263,28.1616216298189,28.0700981374337
"176",2020-10-08 07:00:00,"2020-10-01",28.0798062133789,28.1281392096418,28.0314732171161
"177",2020-10-08 08:00:00,"2020-10-01",28.0381084187826,28.0891948084016,27.9870220291635
"178",2020-10-08 09:00:00,"2020-10-01",27.9969858805339,28.0510226782787,27.942949082789
"179",2020-10-08 10:00:00,"2020-10-01",27.9626605224609,28.0196220881251,27.9056989567968
"180",2020-10-08 11:00:00,"2020-10-01",27.9413521321615,28.0008335258322,27.8818707384907
"181",2020-10-08 12:00:00,"2020-10-01",27.9392814127604,28.0005404123585,27.8780224131623
"182",2020-10-08 13:00:00,"2020-10-01",27.9598654174805,28.0222209060593,27.8975099289016
"183",2020-10-08 14:00:00,"2020-10-01",27.9953089396159,28.0587449242336,27.9318729549982
"184",2020-10-08 15:00:00,"2020-10-01",28.0350134277344,28.0999502704128,27.970076585056
"185",2020-10-08 16:00:00,"2020-10-01",28.0683799235026,28.1350515320404,28.0017083149648
"186",2020-10-08 17:00:00,"2020-10-01",28.0848096720378,28.1526754671926,28.016943876883
"187",2020-10-08 18:00:00,"2020-10-01",28.0737040201823,28.1411230368571,28.0062850035075
"188",2020-10-08 19:00:00,"2020-10-01",28.0278378295898,28.0923531236065,27.9633225355732
"189",2020-10-08 20:00:00,"2020-10-01",27.9534776814779,28.013205627487,27.8937497354687
"190",2020-10-08 21:00:00,"2020-10-01",27.8602642822266,27.9144668850724,27.8060616793807
"191",2020-10-08 22:00:00,"2020-10-01",27.7578370157878,27.8069698961341,27.7087041354414
"192",2020-10-08 23:00:00,"2020-10-01",27.6558369954427,27.7012397143045,27.6104342765809
"193",2020-10-09 00:00:00,"2020-10-01",27.5639038085938,27.6070950782724,27.5207125389151
"194",2020-10-09 01:00:00,"2020-10-01",27.4893440755208,27.5312645277972,27.4474236232445
"195",2020-10-09 02:00:00,"2020-10-01",27.4301280721029,27.4710014517592,27.3892546924465
"196",2020-10-09 03:00:00,"2020-10-01",27.3818931070964,27.4216109011151,27.3421753130776
"197",2020-10-09 04:00:00,"2020-10-01",27.3402750651042,27.3786157315147,27.3019343986936
"198",2020-10-09 05:00:00,"2020-10-01",27.3009120686849,27.3375778001927,27.2642463371771
"199",2020-10-09 06:00:00,"2020-10-01",27.2594400024414,27.2940165173063,27.2248634875765
"200",2020-10-09 07:00:00,"2020-10-01",27.2137997436523,27.2458462804646,27.1817532068401
"201",2020-10-09 08:00:00,"2020-10-01",27.1711483764648,27.200624530094,27.1416722228357
"202",2020-10-09 09:00:00,"2020-10-01",27.1409456380208,27.1683076199773,27.1135836560644
"203",2020-10-09 10:00:00,"2020-10-01",27.1326530965169,27.1587132045289,27.106592988505
"204",2020-10-09 11:00:00,"2020-10-01",27.1557316080729,27.1814678891014,27.1299953270445
"205",2020-10-09 12:00:00,"2020-10-01",27.2196407063802,27.2462073315399,27.1930740812206
"206",2020-10-09 13:00:00,"2020-10-01",27.3288662719727,27.3579196911982,27.2998128527471
"207",2020-10-09 14:00:00,"2020-10-01",27.4679887898763,27.5015083271309,27.4344692526217
"208",2020-10-09 15:00:00,"2020-10-01",27.6166141764323,27.6560371188689,27.5771912339957
"209",2020-10-09 16:00:00,"2020-10-01",27.7543471272786,27.7999725051608,27.7087217493965
"210",2020-10-09 17:00:00,"2020-10-01",27.8607936604818,27.9116436594498,27.8099436615137
"211",2020-10-09 18:00:00,"2020-10-01",27.9155585734049,27.9694517711861,27.8616653756238
"212",2020-10-09 19:00:00,"2020-10-01",27.9046497599284,27.9586746656718,27.8506248541849
"213",2020-10-09 20:00:00,"2020-10-01",27.8396840413411,27.8916445195156,27.7877235631666
"214",2020-10-09 21:00:00,"2020-10-01",27.7386803181966,27.7875211455344,27.6898394908588
"215",2020-10-09 22:00:00,"2020-10-01",27.6196575927734,27.6654442652406,27.5738709203063
"216",2020-10-09 23:00:00,"2020-10-01",27.5006353759766,27.5443473024451,27.456923449508
"217",2020-10-10 00:00:00,"2020-10-01",27.3996329752604,27.4427581019724,27.3565078485485
"218",2020-10-10 01:00:00,"2020-10-01",27.3303901163737,27.3743981316209,27.2863821011265
"219",2020-10-10 02:00:00,"2020-10-01",27.2895313517253,27.3353126595991,27.2437500438515
"220",2020-10-10 03:00:00,"2020-10-01",27.2694034830729,27.3173540445343,27.2214529216116
"221",2020-10-10 04:00:00,"2020-10-01",27.2623510742187,27.3124726868292,27.2122294616083
"222",2020-10-10 05:00:00,"2020-10-01",27.2607213338216,27.3126280116082,27.2088146560351
"223",2020-10-10 06:00:00,"2020-10-01",27.2568593343099,27.3097679235329,27.2039507450869
"224",2020-10-10 07:00:00,"2020-10-01",27.2462416585286,27.2991500933134,27.1933332237439
"225",2020-10-10 08:00:00,"2020-10-01",27.2368676757813,27.2891644759562,27.1845708756063
"226",2020-10-10 09:00:00,"2020-10-01",27.2398664347331,27.2913803633101,27.1883525061561
"227",2020-10-10 10:00:00,"2020-10-01",27.2663673909505,27.317212703475,27.215522078426
"228",2020-10-10 11:00:00,"2020-10-01",27.3275003051758,27.3779685092713,27.2770321010803
"229",2020-10-10 12:00:00,"2020-10-01",27.4343955485026,27.4850253890363,27.3837657079689
"230",2020-10-10 13:00:00,"2020-10-01",27.5922445678711,27.6441286215921,27.5403605141501
"231",2020-10-10 14:00:00,"2020-10-01",27.7824945068359,27.8372900559765,27.7276989576953
"232",2020-10-10 15:00:00,"2020-10-01",27.9806526692708,28.0399948627205,27.9213104758212
"233",2020-10-10 16:00:00,"2020-10-01",28.1622296142578,28.2270179680135,28.0974412605021
"234",2020-10-10 17:00:00,"2020-10-01",28.3027332560221,28.3727250526828,28.2327414593615
"235",2020-10-10 18:00:00,"2020-10-01",28.3776729329427,28.4514505576594,28.303895308226
"236",2020-10-10 19:00:00,"2020-10-01",28.3704603068034,28.4458918021571,28.2950288114497
"237",2020-10-10 20:00:00,"2020-10-01",28.2961192830404,28.3715508832508,28.2206876828299
"238",2020-10-10 21:00:00,"2020-10-01",28.1775761922201,28.2521688122351,28.102983572205
"239",2020-10-10 22:00:00,"2020-10-01",28.037756652832,28.1113455568416,27.9641677488224
"240",2020-10-10 23:00:00,"2020-10-01",27.8995878092448,27.9723653447696,27.82681027372
"241",2020-10-11 00:00:00,"2020-10-01",27.785995686849,27.858146104543,27.713845269155
"242",2020-10-11 01:00:00,"2020-10-01",27.71421875,27.7857092667717,27.6427282332283
"243",2020-10-11 02:00:00,"2020-10-01",27.6787427775065,27.7494406519541,27.608044903059
"244",2020-10-11 03:00:00,"2020-10-01",27.6683654785156,27.7381839211266,27.5985470359046
"245",2020-10-11 04:00:00,"2020-10-01",27.6718846638997,27.7408038570946,27.6029654707049
"246",2020-10-11 05:00:00,"2020-10-01",27.6780982462565,27.746120278972,27.610076213541
"247",2020-10-11 06:00:00,"2020-10-01",27.6758040364583,27.7429125469126,27.6086955260041
"248",2020-10-11 07:00:00,"2020-10-01",27.6579053751628,27.7241596742109,27.5916510761146
"249",2020-10-11 08:00:00,"2020-10-01",27.6337275187174,27.699538381618,27.5679166558169
"250",2020-10-11 09:00:00,"2020-10-01",27.616701558431,27.6827168869636,27.5506862298984
"251",2020-10-11 10:00:00,"2020-10-01",27.6202590942383,27.6870880817934,27.5534301066831
"252",2020-10-11 11:00:00,"2020-10-01",27.6578307088216,27.7258731826733,27.58978823497
"253",2020-10-11 12:00:00,"2020-10-01",27.7428480021159,27.8124097989454,27.6732862052864
"254",2020-10-11 13:00:00,"2020-10-01",27.882392171224,27.9541890488474,27.8105952936005
"255",2020-10-11 14:00:00,"2020-10-01",28.0581491088867,28.1336289795693,27.9826692382041
"256",2020-10-11 15:00:00,"2020-10-01",28.2454548136393,28.3261745113447,28.164735115934
"257",2020-10-11 16:00:00,"2020-10-01",28.4196454874674,28.5063578454677,28.3329331294672
"258",2020-10-11 17:00:00,"2020-10-01",28.5560567220052,28.648096008577,28.4640174354334
"259",2020-10-11 18:00:00,"2020-10-01",28.6300251261393,28.7251433909498,28.5349068613289
"260",2020-10-11 19:00:00,"2020-10-01",28.6246768188477,28.7195951673949,28.5297584703004
"261",2020-10-11 20:00:00,"2020-10-01",28.5542985026042,28.6464493878088,28.4621476173995
"262",2020-10-11 21:00:00,"2020-10-01",28.4409666951497,28.5290786556475,28.352854734652
"263",2020-10-11 22:00:00,"2020-10-01",28.3067583211263,28.3907779429241,28.2227386993285
"264",2020-10-11 23:00:00,"2020-10-01",28.17375,28.2544591840314,28.0930408159686
"265",2020-10-12 00:00:00,"2020-10-01",28.0640180460612,28.1424626761907,27.9855734159317
"266",2020-10-12 01:00:00,"2020-10-01",27.9942323811849,28.0712390529067,27.9172257094631
"267",2020-10-12 02:00:00,"2020-10-01",27.9594325764974,28.0355127959302,27.8833523570646
"268",2020-10-12 03:00:00,"2020-10-01",27.9492514038086,28.0248031180529,27.8736996895643
"269",2020-10-12 04:00:00,"2020-10-01",27.9533210245768,28.028668213231,27.8779738359226
"270",2020-10-12 05:00:00,"2020-10-01",27.9612749226888,28.0365796021512,27.8859702432264
"271",2020-10-12 06:00:00,"2020-10-01",27.9627451578776,28.037923168718,27.8875671470372
"272",2020-10-12 07:00:00,"2020-10-01",27.9510227457682,28.0258264480932,27.8762190434433
"273",2020-10-12 08:00:00,"2020-10-01",27.9340324910482,28.0083383463245,27.8597266357719
"274",2020-10-12 09:00:00,"2020-10-01",27.9233568318685,27.9971770632413,27.8495366004957
"275",2020-10-12 10:00:00,"2020-10-01",27.9305792236328,28.0039220371668,27.8572364100989
"276",2020-10-12 11:00:00,"2020-10-01",27.9672822062174,28.0400781446065,27.8944862678284
"277",2020-10-12 12:00:00,"2020-10-01",28.045048828125,28.1173323106078,27.9727653456422
"278",2020-10-12 13:00:00,"2020-10-01",28.1698739624023,28.2424211230114,28.0973268017933
"279",2020-10-12 14:00:00,"2020-10-01",28.3253989664714,28.4002198207867,28.250578112156
"280",2020-10-12 15:00:00,"2020-10-01",28.4896785481771,28.5691202903562,28.4102368059979
"281",2020-10-12 16:00:00,"2020-10-01",28.6407659912109,28.7261832951869,28.555348687235
"282",2020-10-12 17:00:00,"2020-10-01",28.7567145792643,28.8476408737711,28.6657882847575
"283",2020-10-12 18:00:00,"2020-10-01",28.8155793253581,28.9095957789554,28.7215628717607
"284",2020-10-12 19:00:00,"2020-10-01",28.8024118041992,28.895917739467,28.7089058689314
"285",2020-10-12 20:00:00,"2020-10-01",28.7302595011393,28.8205972504184,28.6399217518602
"286",2020-10-12 21:00:00,"2020-10-01",28.6191684977214,28.7053401716865,28.5329968237562
"287",2020-10-12 22:00:00,"2020-10-01",28.489184366862,28.5717007538319,28.4066679798921
"288",2020-10-12 23:00:00,"2020-10-01",28.3603530883789,28.4405874074052,28.2801187693526
"289",2020-10-13 00:00:00,"2020-10-01",28.2527208455404,28.3319643369443,28.1734773541364
"290",2020-10-13 01:00:00,"2020-10-01",28.1814540608724,28.2602386150636,28.1026695066812
"291",2020-10-13 02:00:00,"2020-10-01",28.142204284668,28.2205131890246,28.0638953803113
"292",2020-10-13 03:00:00,"2020-10-01",28.125741780599,28.2034951681321,28.0479883930659
