time,statistic,siteID,obs_flag,nee,le,vswc,forecast,data_assimilation
5/1/2021,mean,SRER,1,-0.508323211,35.74784372,0.011537739,1,0
5/2/2021,mean,BART,1,-0.358425245,30.48004325,0,1,0
5/2/2021,mean,KONZ,1,0.400698419,36.84694765,0.235470535,1,0
5/2/2021,mean,OSBS,1,-0.245844699,64.2884162,0.186855262,1,0
5/2/2021,mean,SRER,1,-0.508323211,35.74784372,0.011537739,1,0
5/3/2021,mean,BART,1,-0.358425245,30.48004325,0,1,0
5/3/2021,mean,KONZ,1,0.400698419,36.84694765,0.235470535,1,0
5/3/2021,mean,OSBS,1,-0.245844699,64.2884162,0.186855262,1,0
5/3/2021,mean,SRER,1,-0.508323211,35.74784372,0.011537739,1,0
5/4/2021,mean,BART,1,-0.358425245,30.48004325,0,1,0
5/4/2021,mean,KONZ,1,0.400698419,36.84694765,0.235470535,1,0
5/4/2021,mean,OSBS,1,-0.245844699,64.2884162,0.186855262,1,0
5/4/2021,mean,SRER,1,-0.508323211,35.74784372,0.011537739,1,0
5/5/2021,mean,BART,1,-0.358425245,30.48004325,0,1,0
5/5/2021,mean,KONZ,1,0.400698419,36.84694765,0.235470535,1,0
5/5/2021,mean,OSBS,1,-0.245844699,64.2884162,0.186855262,1,0
5/5/2021,mean,SRER,1,-0.508323211,35.74784372,0.011537739,1,0
5/6/2021,mean,BART,1,-0.358425245,30.48004325,0,1,0
5/6/2021,mean,KONZ,1,0.400698419,36.84694765,0.235470535,1,0
5/6/2021,mean,OSBS,1,-0.245844699,64.2884162,0.186855262,1,0
5/6/2021,mean,SRER,1,-0.508323211,35.74784372,0.011537739,1,0
4/1/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/1/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/1/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/1/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/2/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/2/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/2/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/2/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/3/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/3/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/3/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/3/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/4/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/4/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/4/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/4/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/5/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/5/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/5/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/5/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/6/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/6/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/6/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/6/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/7/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/7/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/7/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/7/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/8/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/8/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/8/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/8/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/9/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/9/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/9/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/9/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/10/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/10/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/10/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/10/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/11/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/11/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/11/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/11/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/12/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/12/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/12/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/12/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/13/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/13/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/13/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/13/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/14/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/14/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/14/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/14/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/15/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/15/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/15/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/15/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/16/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/16/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/16/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/16/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/17/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/17/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/17/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/17/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/18/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/18/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/18/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/18/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/19/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/19/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/19/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/19/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/20/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/20/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/20/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/20/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/21/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/21/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/21/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/21/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/22/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/22/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/22/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/22/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/23/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/23/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/23/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/23/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/24/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/24/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/24/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/24/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/25/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/25/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/25/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/25/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/26/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/26/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/26/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/26/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/27/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/27/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/27/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/27/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/28/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/28/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/28/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/28/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/29/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/29/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/29/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/29/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
4/30/2021,sd,BART,1,4.086948026,26.80258791,0.1,1,0
4/30/2021,sd,KONZ,1,0.826056612,29.90309262,0.002614422,1,0
4/30/2021,sd,OSBS,1,4.631975317,76.47256915,0.024801687,1,0
4/30/2021,sd,SRER,1,0.703338403,23.72749923,0.000121416,1,0
5/1/2021,sd,BART,1,4.086948026,30.48004325,0,1,0
5/1/2021,sd,KONZ,1,0.826056612,36.84694765,0.235470535,1,0
5/1/2021,sd,OSBS,1,4.631975317,64.2884162,0.186855262,1,0
5/1/2021,sd,SRER,1,0.703338403,35.74784372,0.011537739,1,0
5/2/2021,sd,BART,1,4.086948026,30.48004325,0,1,0
5/2/2021,sd,KONZ,1,0.826056612,36.84694765,0.235470535,1,0
5/2/2021,sd,OSBS,1,4.631975317,64.2884162,0.186855262,1,0
5/2/2021,sd,SRER,1,0.703338403,35.74784372,0.011537739,1,0
5/3/2021,sd,BART,1,4.086948026,30.48004325,0,1,0
5/3/2021,sd,KONZ,1,0.826056612,36.84694765,0.235470535,1,0
5/3/2021,sd,OSBS,1,4.631975317,64.2884162,0.186855262,1,0
5/3/2021,sd,SRER,1,0.703338403,35.74784372,0.011537739,1,0
5/4/2021,sd,BART,1,4.086948026,30.48004325,0,1,0
5/4/2021,sd,KONZ,1,0.826056612,36.84694765,0.235470535,1,0
5/4/2021,sd,OSBS,1,4.631975317,64.2884162,0.186855262,1,0
5/4/2021,sd,SRER,1,0.703338403,35.74784372,0.011537739,1,0
5/5/2021,sd,BART,1,4.086948026,30.48004325,0,1,0
5/5/2021,sd,KONZ,1,0.826056612,36.84694765,0.235470535,1,0
5/5/2021,sd,OSBS,1,4.631975317,64.2884162,0.186855262,1,0
5/5/2021,sd,SRER,1,0.703338403,35.74784372,0.011537739,1,0
5/6/2021,sd,BART,1,4.086948026,30.48004325,0,1,0
5/6/2021,sd,KONZ,1,0.826056612,36.84694765,0.235470535,1,0
5/6/2021,sd,OSBS,1,4.631975317,64.2884162,0.186855262,1,0
5/6/2021,sd,SRER,1,0.703338403,35.74784372,0.011537739,1,0
